Document Name: lei-qpcr-2 
Plate Type: Standard Curve
User: oxygraph

Document Information

Operator: oxygraph
Run Date: Tuesday, March 15, 2016 15:39:00
Last Modified: Wednesday, March 16, 2016 11:21:55
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System

Comments:
SDS v1.4

Thermal Cycler Profile
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment
1,1,95.0 °C,10:00,Auto,,
2,1,95.0 °C,0:20,Auto,,
3,40,95.0 °C,0:03,Auto,,
,,60.0 °C,0:30,Auto,,
Fast 7500 Mode
Data Collection :  Stage 3 Step 2
PCR Volume: 20 µL,

Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm,User Defined #1,User Defined #2,User Defined #3
A1,Si1_del_M1,DNAJ-H In 1 SYBR,Unknown,27.0909,,,,,,
A2,Si1_del_M1,SIr2,Unknown,Undetermined,,,,,,
A3,Si1_del_M1,$GAPDH,Unknown,16.7956,,,,,,
A4,Si1_del_M2,DNAJ-H In 1 SYBR,Unknown,28.6327,,,,,,
A5,Si1_del_M2,SIr2,Unknown,36.9365,,,,,,
A6,Si1_del_M2,$GAPDH,Unknown,18.0093,,,,,,
A7,Si1_del_F1,DNAJ-H In 1 SYBR,Unknown,27.2194,,,,,,
A8,Si1_del_F1,SIr2,Unknown,36.2447,,,,,,
A9,Si1_del_F1,$GAPDH,Unknown,17.8508,,,,,,
A10,Si1_del_F2,DNAJ-H In 1 SYBR,Unknown,27.8569,,,,,,
A11,Si1_del_F2,SIr2,Unknown,35.9408,,,,,,
A12,Si1_del_F2,$GAPDH,Unknown,17.1236,,,,,,
B1,SM21_del_M1,DNAJ-H In 1 SYBR,Unknown,30.2613,,,,,,
B2,SM21_del_M1,SIr2,Unknown,35.4139,,,,,,
B3,SM21_del_M1,$GAPDH,Unknown,18.5761,,,,,,
B4,SM21_del_M2,DNAJ-H In 1 SYBR,Unknown,26.8598,,,,,,
B5,SM21_del_M2,SIr2,Unknown,Undetermined,,,,,,
B6,SM21_del_M2,$GAPDH,Unknown,17.0728,,,,,,
B7,SM21_del_F1,DNAJ-H In 1 SYBR,Unknown,27.2956,,,,,,
B8,SM21_del_F1,SIr2,Unknown,35.6322,,,,,,
B9,SM21_del_F1,$GAPDH,Unknown,17.9715,,,,,,
B10,SM21_del_F2,DNAJ-H In 1 SYBR,Unknown,28.0527,,,,,,
B11,SM21_del_F2,SIr2,Unknown,36.9736,,,,,,
B12,SM21_del_F2,$GAPDH,Unknown,17.8732,,,,,,
C1,ZW_Del_M1,DNAJ-H In 1 SYBR,Unknown,27.8163,,,,,,
C2,ZW_Del_M1,SIr2,Unknown,Undetermined,,,,,,
C3,ZW_Del_M1,$GAPDH,Unknown,16.7728,,,,,,
C4,ZW_Del_M2,DNAJ-H In 1 SYBR,Unknown,29.9372,,,,,,
C5,ZW_Del_M2,SIr2,Unknown,37.2674,,,,,,
C6,ZW_Del_M2,$GAPDH,Unknown,17.7821,,,,,,
C7,ZW_Del_F1,DNAJ-H In 1 SYBR,Unknown,28.2594,,,,,,
C8,ZW_Del_F1,SIr2,Unknown,Undetermined,,,,,,
C9,ZW_Del_F1,$GAPDH,Unknown,17.2056,,,,,,
C10,ZW_Del_F2,DNAJ-H In 1 SYBR,Unknown,29.0728,,,,,,
C11,ZW_Del_F2,SIr2,Unknown,37.1499,,,,,,
C12,ZW_Del_F2,$GAPDH,Unknown,17.0816,,,,,,
D1,OR_del_M1,DNAJ-H In 1 SYBR,Unknown,31.1568,,,,,,
D2,OR_del_M1,SIr2,Unknown,Undetermined,,,,,,
D3,OR_del_M1,$GAPDH,Unknown,18.1497,,,,,,
D4,OR_del_M2,DNAJ-H In 1 SYBR,Unknown,28.5773,,,,,,
D5,OR_del_M2,SIr2,Unknown,Undetermined,,,,,,
D6,OR_del_M2,$GAPDH,Unknown,16.935,,,,,,
D7,OR_del_F1,DNAJ-H In 1 SYBR,Unknown,28.7101,,,,,,
D8,OR_del_F1,SIr2,Unknown,Undetermined,,,,,,
D9,OR_del_F1,$GAPDH,Unknown,17.4847,,,,,,
D10,OR_del_F2,DNAJ-H In 1 SYBR,Unknown,29.5818,,,,,,
D11,OR_del_F2,SIr2,Unknown,37.7654,,,,,,
D12,OR_del_F2,$GAPDH,Unknown,17.4097,,,,,,
E1,Si1_dup_M1,DNAJ-H In 1 SYBR,Unknown,24.236,,,,,,
E2,Si1_dup_M1,SIr2,Unknown,25.7839,,,,,,
E3,Si1_dup_M1,$GAPDH,Unknown,18.5255,,,,,,
E4,Si1_dup_M2,DNAJ-H In 1 SYBR,Unknown,24.3864,,,,,,
E5,Si1_dup_M2,SIr2,Unknown,23.1317,,,,,,
E6,Si1_dup_M2,$GAPDH,Unknown,17.1331,,,,,,
E7,Si1_dup_F1,DNAJ-H In 1 SYBR,Unknown,23.38,,,,,,
E8,Si1_dup_F1,SIr2,Unknown,23.5687,,,,,,
E9,Si1_dup_F1,$GAPDH,Unknown,17.6643,,,,,,
E10,Si1_dup_F2,DNAJ-H In 1 SYBR,Unknown,24.4042,,,,,,
E11,Si1_dup_F2,SIr2,Unknown,24.2539,,,,,,
E12,Si1_dup_F2,$GAPDH,Unknown,17.6334,,,,,,
F1,SM21_dup_M1,DNAJ-H In 1 SYBR,Unknown,24.2708,,,,,,
F2,SM21_dup_M1,SIr2,Unknown,23.3765,,,,,,
F3,SM21_dup_M1,$GAPDH,Unknown,17.3545,,,,,,
F4,SM21_dup_M2,DNAJ-H In 1 SYBR,Unknown,23.6879,,,,,,
F5,SM21_dup_M2,SIr2,Unknown,25.4656,,,,,,
F6,SM21_dup_M2,$GAPDH,Unknown,18.1383,,,,,,
F7,SM21_dup_F1,DNAJ-H In 1 SYBR,Unknown,23.4487,,,,,,
F8,SM21_dup_F1,SIr2,Unknown,23.8185,,,,,,
F9,SM21_dup_F1,$GAPDH,Unknown,17.9106,,,,,,
F10,SM21_dup_F2,DNAJ-H In 1 SYBR,Unknown,24.1835,,,,,,
F11,SM21_dup_F2,SIr2,Unknown,24.0895,,,,,,
F12,SM21_dup_F2,$GAPDH,Unknown,17.6685,,,,,,
G1,ZW_dup_M1,DNAJ-H In 1 SYBR,Unknown,23.3727,,,,,,
G2,ZW_dup_M1,SIr2,Unknown,25.1657,,,,,,
G3,ZW_dup_M1,$GAPDH,Unknown,17.3935,,,,,,
G4,ZW_dup_M2,DNAJ-H In 1 SYBR,Unknown,24.639,,,,,,
G5,ZW_dup_M2,SIr2,Unknown,25.0778,,,,,,
G6,ZW_dup_M2,$GAPDH,Unknown,18.1214,,,,,,
G7,ZW_dup_F1,DNAJ-H In 1 SYBR,Unknown,23.5828,,,,,,
G8,ZW_dup_F1,SIr2,Unknown,24.3946,,,,,,
G9,ZW_dup_F1,$GAPDH,Unknown,17.9482,,,,,,
G10,ZW_dup_F2,DNAJ-H In 1 SYBR,Unknown,24.0638,,,,,,
G11,ZW_dup_F2,SIr2,Unknown,25.1302,,,,,,
G12,ZW_dup_F2,$GAPDH,Unknown,18.2397,,,,,,
H1,OR_dup_M1,DNAJ-H In 1 SYBR,Unknown,25.0943,,,,,,
H2,OR_dup_M1,SIr2,Unknown,26.2717,,,,,,
H3,OR_dup_M1,$GAPDH,Unknown,18.187,,,,,,
H4,OR_dup_M2,DNAJ-H In 1 SYBR,Unknown,23.2982,,,,,,
H5,OR_dup_M2,SIr2,Unknown,25.4814,,,,,,
H6,OR_dup_M2,$GAPDH,Unknown,17.6164,,,,,,
