Document Name: QPCR_rep1 
Plate Type: Standard Curve
User: lezhu

Document Information

Operator: lezhu
Run Date: Tuesday, March 15, 2016 15:06:51
Last Modified: Wednesday, March 16, 2016 14:40:02
Instrument Type: Applied Biosystems 7300 Real-Time PCR System

Comments:
SDS v1.4

Thermal Cycler Profile
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment
1,1,50.0 °C,2:00,Auto,,
2,1,95.0 °C,10:00,Auto,,
3,40,95.0 °C,0:15,Auto,,
,,60.0 °C,1:00,Auto,,
Standard 7300 Mode
Data Collection :  Stage 3 Step 2
PCR Volume: 15 µL,

Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm,User Defined #1,User Defined #2,User Defined #3
A1,Si1_del_M1,DNAHJ,Unknown,26.4542,,,,,,
A2,Si1_del_M1,Sir2a,Unknown,35.4396,,,,,,
A3,Si1_del_M1,GAPDHa,Unknown,16.6661,,,,,,
A4,Si1_del_M2,DNAHJ,Unknown,27.8321,,,,,,
A5,Si1_del_M2,Sir2a,Unknown,33.3138,,,,,,
A6,Si1_del_M2,GAPDHa,Unknown,17.6732,,,,,,
A7,Si1_del_F1,DNAHJ,Unknown,27.8355,,,,,,
A8,Si1_del_F1,Sir2a,Unknown,33.2998,,,,,,
A9,Si1_del_F1,GAPDHa,Unknown,18.0017,,,,,,
A10,Si1_del_F2,DNAHJ,Unknown,27.217,,,,,,
A11,Si1_del_F2,Sir2a,Unknown,24.2816,,,,,,
A12,Si1_del_F2,GAPDHa,Unknown,17.2084,,,,,,
B1,SM21_del_M1,DNAHJ,Unknown,28.8147,,,,,,
B2,SM21_del_M1,Sir2a,Unknown,32.4038,,,,,,
B3,SM21_del_M1,GAPDHa,Unknown,18.0566,,,,,,
B4,SM21_del_M2,DNAHJ,Unknown,26.4075,,,,,,
B5,SM21_del_M2,Sir2a,Unknown,Undetermined,,,,,,
B6,SM21_del_M2,GAPDHa,Unknown,16.9009,,,,,,
B7,SM21_del_F1,DNAHJ,Unknown,26.9497,,,,,,
B8,SM21_del_F1,Sir2a,Unknown,31.1729,,,,,,
B9,SM21_del_F1,GAPDHa,Unknown,17.5665,,,,,,
B10,SM21_del_F2,DNAHJ,Unknown,28,,,,,,
B11,SM21_del_F2,Sir2a,Unknown,30.5026,,,,,,
B12,SM21_del_F2,GAPDHa,Unknown,17.9141,,,,,,
C1,ZW_del_M1,DNAHJ,Unknown,27.3975,,,,,,
C2,ZW_del_M1,Sir2a,Unknown,33.2746,,,,,,
C3,ZW_del_M1,GAPDHa,Unknown,16.3601,,,,,,
C4,ZW_del_M2,DNAHJ,Unknown,27.9285,,,,,,
C5,ZW_del_M2,Sir2a,Unknown,Undetermined,,,,,,
C6,ZW_del_M2,GAPDHa,Unknown,Undetermined,,,,,,
C7,ZW_del_F1,DNAHJ,Unknown,27.2128,,,,,,
C8,ZW_del_F1,Sir2a,Unknown,33.2113,,,,,,
C9,ZW_del_F1,GAPDHa,Unknown,17.0903,,,,,,
C10,ZW_del_F2,DNAHJ,Unknown,28.0764,,,,,,
C11,ZW_del_F2,Sir2a,Unknown,35,,,,,,
C12,ZW_del_F2,GAPDHa,Unknown,17.1103,,,,,,
D1,OR_del_M1,DNAHJ,Unknown,29.2579,,,,,,
D2,OR_del_M1,Sir2a,Unknown,Undetermined,,,,,,
D3,OR_del_M1,GAPDHa,Unknown,17.7302,,,,,,
D4,OR_del_M2,DNAHJ,Unknown,27.4535,,,,,,
D5,OR_del_M2,Sir2a,Unknown,Undetermined,,,,,,
D6,OR_del_M2,GAPDHa,Unknown,16.4348,,,,,,
D7,OR_del_F1,DNAHJ,Unknown,27.9669,,,,,,
D8,OR_del_F1,Sir2a,Unknown,38.4916,,,,,,
D9,OR_del_F1,GAPDHa,Unknown,17.2984,,,,,,
D10,OR_del_F2,DNAHJ,Unknown,27.9829,,,,,,
D11,OR_del_F2,Sir2a,Unknown,24.3491,,,,,,
D12,OR_del_F2,GAPDHa,Unknown,18,,,,,,
E1,Si1_dup_M1,DNAHJ,Unknown,24.5973,,,,,,
E2,Si1_dup_M1,Sir2a,Unknown,22.4565,,,,,,
E3,Si1_dup_M1,GAPDHa,Unknown,17.8786,,,,,,
E4,Si1_dup_M2,DNAHJ,Unknown,23.5328,,,,,,
E5,Si1_dup_M2,Sir2a,Unknown,20.3276,,,,,,
E6,Si1_dup_M2,GAPDHa,Unknown,16.9233,,,,,,
E7,Si1_dup_F1,DNAHJ,Unknown,23.3237,,,,,,
E8,Si1_dup_F1,Sir2a,Unknown,20.6,,,,,,
E9,Si1_dup_F1,GAPDHa,Unknown,17.3185,,,,,,
E10,Si1_dup_F2,DNAHJ,Unknown,23.9836,,,,,,
E11,Si1_dup_F2,Sir2a,Unknown,19.1261,,,,,,
E12,Si1_dup_F2,GAPDHa,Unknown,18.1027,,,,,,
F1,SM21_dup_M1,DNAHJ,Unknown,24.1423,,,,,,
F2,SM21_dup_M1,Sir2a,Unknown,20.1978,,,,,,
F3,SM21_dup_M1,GAPDHa,Unknown,16.94,,,,,,
F4,SM21_dup_M2,DNAHJ,Unknown,23.5683,,,,,,
F5,SM21_dup_M2,Sir2a,Unknown,22.1741,,,,,,
F6,SM21_dup_M2,GAPDHa,Unknown,17.9042,,,,,,
F7,SM21_dup_F1,DNAHJ,Unknown,23.4049,,,,,,
F8,SM21_dup_F1,Sir2a,Unknown,20.975,,,,,,
F9,SM21_dup_F1,GAPDHa,Unknown,17.5256,,,,,,
F10,SM21_dup_F2,DNAHJ,Unknown,24.0512,,,,,,
F11,SM21_dup_F2,Sir2a,Unknown,20.9016,,,,,,
F12,SM21_dup_F2,GAPDHa,Unknown,17.3435,,,,,,
G1,ZW_dup_M1,DNAHJ,Unknown,23.3492,,,,,,
G2,ZW_dup_M1,Sir2a,Unknown,22.0474,,,,,,
G3,ZW_dup_M1,GAPDHa,Unknown,Undetermined,,,,,,
G4,ZW_dup_M2,DNAHJ,Unknown,24.6364,,,,,,
G5,ZW_dup_M2,Sir2a,Unknown,22.1606,,,,,,
G6,ZW_dup_M2,GAPDHa,Unknown,17.7478,,,,,,
G7,ZW_dup_F1,DNAHJ,Unknown,23.4323,,,,,,
G8,ZW_dup_F1,Sir2a,Unknown,21.3725,,,,,,
G9,ZW_dup_F1,GAPDHa,Unknown,17.5598,,,,,,
G10,ZW_dup_F2,DNAHJ,Unknown,23.6543,,,,,,
G11,ZW_dup_F2,Sir2a,Unknown,21.8579,,,,,,
G12,ZW_dup_F2,GAPDHa,Unknown,17.3863,,,,,,
H1,OR_dup_M1,DNAHJ,Unknown,24.5648,,,,,,
H2,OR_dup_M1,Sir2a,Unknown,22.4151,,,,,,
H3,OR_dup_M1,GAPDHa,Unknown,17.4522,,,,,,
H4,OR_dup_M2,DNAHJ,Unknown,23.4845,,,,,,
H5,OR_dup_M2,Sir2a,Unknown,21.2691,,,,,,
H6,OR_dup_M2,GAPDHa,Unknown,17.1709,,,,,,
H7,OR_dup_F1,DNAHJ,Unknown,23.3529,,,,,,
H8,OR_dup_F1,Sir2a,Unknown,21.2343,,,,,,
H9,OR_dup_F1,GAPDHa,Unknown,17.1351,,,,,,
